2024-01-01,2024-10-19T15:42:04.000-06:00,FUGA DE AGUA,FEMENINO,,CERRADO,VENUSTIANO CARRANZA,Moctezuma 2a. Seccion,19.428049937637,-99.099462381543
2024-01-01,2024-10-19T15:45:39.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Polvorilla,19.3156428,-99.047055
2024-01-01,2024-10-19T16:19:10.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Mixcoatl,19.3238568,-99.047554
2024-01-01,2024-10-19T16:22:06.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Mixcoatl,19.323808,-99.047639
2024-01-01,2024-10-19T16:26:10.000-06:00,FUGA DE AGUA,FEMENINO,,CERRADO,GUSTAVO A. MADERO,Vasco De Quiroga,19.490502711457,-99.09461720766
2024-01-01,2024-10-19T16:28:28.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Mixcoatl,19.324551,-99.047839
2024-01-01,2024-10-19T17:08:56.000-06:00,FUGA DE AGUA,FEMENINO,,CERRADO,TLALPAN,Villa Coapa,19.295945677726,-99.127753299787
2024-01-01,2024-10-19T17:20:12.000-06:00,PODA / RETIRO ARBOL,FEMENINO,,CERRADO,CUAUHTEMOC,Algarin,19.406639807802,-99.143501700092
2024-01-01,2024-10-19T16:28:43.000-06:00,VEHÍCULO ABANDONADO / CHATARRIZACIÓN,FEMENINO,,CERRADO,NA,NA,,
2024-01-01,2024-10-19T17:31:06.000-06:00,FUGA DE AGUA,FEMENINO,,CERRADO,GUSTAVO A. MADERO,La Pastora,19.529086280638,-99.139368165668
2024-01-01,2024-10-19T17:35:34.000-06:00,ALUMBRADO,FEMENINO,,AUTORIDAD RESPONSABLE,TLALPAN,Residencial Acoxpa,19.296723276272,-99.126372061634
2024-01-01,2024-10-19T16:36:44.000-06:00,ALUMBRADO,FEMENINO,,CERRADO,NA,NA,,
2024-01-01,2024-10-19T17:48:59.000-06:00,ALUMBRADO,FEMENINO,,CERRADO,TLALPAN,Residencial Acoxpa,19.300022766344,-99.126113296304
2024-01-01,2024-10-19T17:59:19.000-06:00,ALUMBRADO,FEMENINO,,CERRADO,TLALPAN,Residencial Acoxpa,19.297003237802,-99.125651430686
2024-01-01,2024-10-19T18:03:00.000-06:00,ASISTENCIA SOCIAL,FEMENINO,,CERRADO,IZTAPALAPA,El Molino,19.355821143776,-99.086039374255
2024-01-01,2024-10-19T18:58:28.000-06:00,"RETIRO CASCAJO, ESCOMBRO, AZOLVE, RAMAS",FEMENINO,,CERRADO,GUSTAVO A. MADERO,C T M Atzacoalco,19.511370713598,-99.102107125373
2024-01-01,2024-10-19T19:14:41.000-06:00,ALUMBRADO,FEMENINO,,CERRADO,CUAUHTEMOC,Morelos,19.44454694063,-99.135727350043
2024-01-01,2024-10-19T19:16:57.000-06:00,ALUMBRADO,FEMENINO,,CERRADO,CUAUHTEMOC,Morelos,19.44471928064,-99.136446012699
2024-01-01,2024-10-19T19:18:34.000-06:00,ALUMBRADO,FEMENINO,,CERRADO,CUAUHTEMOC,Morelos,19.44567500997,-99.135704678628
2024-01-01,2024-10-19T19:27:47.000-06:00,PODA / RETIRO ARBOL,FEMENINO,,CERRADO,GUSTAVO A. MADERO,C T M Atzacoalco,19.510934431745,-99.102702722926
2024-01-01,2024-10-19T19:30:18.000-06:00,SOLICITUD EVALUACIÓN DE RIESGO,FEMENINO,,AUTORIDAD RESPONSABLE,COYOACAN,Presidentes Ejidales 1a Seccion,19.324316252913,-99.126916763043
2024-01-01,2024-10-19T18:45:48.000-06:00,VEHÍCULO ABANDONADO / CHATARRIZACIÓN,FEMENINO,,AUTORIDAD RESPONSABLE,NA,NA,,
2024-01-01,2024-10-19T19:47:13.000-06:00,ALUMBRADO,FEMENINO,,AUTORIDAD RESPONSABLE,TLAHUAC,Barrio Santa Ana Poniente,19.29723192457,-99.045736307965
2024-01-01,2024-10-19T19:58:48.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,NA,NA,,
2024-01-01,2024-10-19T20:14:27.000-06:00,OTRO,FEMENINO,,AUTORIDAD RESPONSABLE,TLAHUAC,Pueblo San Francisco Tlaltenco,19.296006287944,-99.018943766651
2024-01-01,2024-10-19T20:20:08.000-06:00,PODA / RETIRO ARBOL,FEMENINO,,CERRADO,IZTAPALAPA,Los Picos,19.380726762031,-99.105519491641
2024-01-01,2024-10-19T19:32:54.000-06:00,BACHEO,FEMENINO,,CERRADO,NA,NA,,
2024-01-01,2024-10-19T10:23:57.000-06:00,ALUMBRADO,FEMENINO,,AUTORIDAD RESPONSABLE,NA,NA,,
2024-01-01,2024-10-19T11:29:15.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Xalpa,19.335341,-99.017155
2024-01-01,2024-10-19T11:34:33.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,NA,NA,,
2024-01-01,2024-10-19T11:39:53.000-06:00,VEHÍCULO ABANDONADO / CHATARRIZACIÓN,FEMENINO,,AUTORIDAD RESPONSABLE,GUSTAVO A. MADERO,Pueblo San Juan De Aragon,19.47014497902,-99.084266692372
2024-01-01,2024-10-19T11:41:20.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Xalpa,19.331159,-99.015886
2024-01-01,2024-10-19T12:05:46.000-06:00,FUGA DE AGUA,FEMENINO,,AUTORIDAD RESPONSABLE,IZTAPALAPA,Lomas De San Lorenzo,19.321795625892,-99.06226503066
2024-01-01,2024-10-19T12:49:06.000-06:00,PODA / RETIRO ARBOL,FEMENINO,,CERRADO,GUSTAVO A. MADERO,Palmatitla,19.552042180584,-99.129613398395
2024-01-01,2024-10-19T12:57:06.000-06:00,OTRO,FEMENINO,,CERRADO,GUSTAVO A. MADERO,Palmatitla,19.552364739791,-99.129982313739
2024-01-01,2024-10-19T14:04:52.000-06:00,FUGA DE AGUA,FEMENINO,,CERRADO,GUSTAVO A. MADERO,Vasco De Quiroga,19.490647099538,-99.095121913424
2024-01-01,2024-10-19T14:08:33.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,CUAUHTEMOC,Atlampa,19.454792936204,-99.156303954874
2024-01-01,2024-10-19T14:12:48.000-06:00,FALTA DE AGUA,FEMENINO,,AUTORIDAD RESPONSABLE,AZCAPOTZALCO,Barrio Nextengo,19.472837231092,-99.187517920363
2024-01-01,2024-10-19T14:16:49.000-06:00,FUGA DE AGUA,FEMENINO,,CERRADO,IZTACALCO,Barrio Santa Cruz,19.388568982416,-99.121580509577
2024-01-01,2024-10-19T13:28:32.000-06:00,"RETIRO CASCAJO, ESCOMBRO, AZOLVE, RAMAS",FEMENINO,,CERRADO,NA,NA,,
2024-01-01,2024-10-19T14:39:12.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Unidad Modelo,19.364076,-99.123091
2024-01-01,2024-10-19T14:48:18.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Desarrollo Urbano Quetzalcoatl,19.3251814,-99.0378448
2024-01-01,2024-10-19T15:01:19.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Desarrollo Urbano Quetzalcoatl,19.3259224,-99.037962
2024-01-01,2024-10-19T13:35:11.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T13:38:18.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T13:50:32.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T13:59:51.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T14:06:45.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T10:48:55.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T10:50:20.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T10:52:36.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T10:55:11.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:54:10.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T12:15:00.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T10:58:38.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:00:37.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:01:51.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:03:07.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:19:33.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:21:07.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:23:06.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:24:17.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:24:26.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:25:57.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:34:45.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:47:42.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:55:40.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T12:07:02.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T12:11:04.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T12:18:19.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T12:22:51.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T12:44:24.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T13:05:55.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T16:05:12.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T16:09:43.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T11:29:26.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T14:15:49.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T14:18:53.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T14:24:12.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T14:27:57.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T14:31:13.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-01,2024-10-19T14:34:47.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,NA,,
2024-01-02,2024-10-19T15:29:54.000-06:00,TRAMITES / INFO VEHICULAR,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T08:03:58.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T08:28:05.000-06:00,OTRO,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T09:05:17.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Xalpa,19.335608,-99.016134
2024-01-02,2024-10-19T09:17:12.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,El Molino Tezonco,19.3003603,-99.0669978
2024-01-02,2024-10-19T09:23:37.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,El Molino Tezonco,19.3012184,-99.067173
2024-01-02,2024-10-19T09:23:44.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,XOCHIMILCO,Pueblo San Lorenzo Atemoaya,19.240907583132,-99.103122986819
2024-01-02,2024-10-19T10:22:24.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Constitucion De 1917,19.3497936,-99.0577964
2024-01-02,2024-10-19T09:28:14.000-06:00,DESAZOLVE,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T09:31:16.000-06:00,MANTENIMIENTO PARQUE / AREA VERDE,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T10:31:54.000-06:00,FUGA DE AGUA,FEMENINO,,CERRADO,ALVARO OBREGON,Martires De Tacubaya,19.388127113458,-99.213455455109
2024-01-02,2024-10-19T09:31:33.000-06:00,FUGA DE AGUA,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T10:34:25.000-06:00,OTRO,FEMENINO,,AUTORIDAD RESPONSABLE,IZTAPALAPA,Lomas De San Lorenzo,19.3201118,-99.0677707
2024-01-02,2024-10-19T09:35:42.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T09:36:32.000-06:00,MANTENIMIENTO VÍA PÚBLICA,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T10:39:37.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Constitucion De 1917,19.3499424,-99.057549
2024-01-02,2024-10-19T10:39:43.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,COYOACAN,Romero De Terreros,19.340074244447,-99.176000761121
2024-01-02,2024-10-19T09:40:59.000-06:00,DESAZOLVE,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T09:45:29.000-06:00,FUGA DE AGUA,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T11:38:28.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Pueblo Santa Maria Aztahuacan,19.351611,-99.024277
2024-01-02,2024-10-19T10:38:09.000-06:00,ALUMBRADO,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T11:39:42.000-06:00,OTRO,FEMENINO,,AUTORIDAD RESPONSABLE,IZTAPALAPA,Santa Maria Aztahuacan,19.3604922,-99.0262977
2024-01-02,2024-10-19T10:39:28.000-06:00,BARBECHO / CHAPONEO,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T11:40:46.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Pueblo San Lorenzo Tezonco,19.3202759,-99.052926
2024-01-02,2024-10-19T10:40:35.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T11:41:59.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Miguel De La Madrid Hurtado,19.3452637,-99.004471
2024-01-02,2024-10-19T11:42:36.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,El Triangulo,19.3211909,-99.052696
2024-01-02,2024-10-19T10:45:46.000-06:00,SOLICITUD DE CONCERTACIÓN VECINAL,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T11:49:15.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.3414237,-98.9987825
2024-01-02,2024-10-19T11:50:49.000-06:00,PODA / RETIRO ARBOL,FEMENINO,,CERRADO,CUAUHTEMOC,Centro,19.43240694654,-99.131783490388
2024-01-02,2024-10-19T11:51:53.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Barrio San Pedro,19.3654181,-99.086061
2024-01-02,2024-10-19T11:52:23.000-06:00,OTRO,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T12:21:08.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,El Triangulo,19.3237976,-99.051134
2024-01-02,2024-10-19T12:21:24.000-06:00,TRAMITES / INFO VEHICULAR,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T12:24:32.000-06:00,RECOLECCIÓN BASURA,FEMENINO,,CERRADO,GUSTAVO A. MADERO,Residencial Zacatenco,19.503126827635,-99.123957417205
2024-01-02,2024-10-19T11:24:44.000-06:00,DESAZOLVE,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T12:26:38.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Miravalles,19.3397374,-99.000436
2024-01-02,2024-10-19T11:26:29.000-06:00,FUGA DE AGUA,FEMENINO,,AUTORIDAD RESPONSABLE,NA,NA,,
2024-01-02,2024-10-19T12:27:26.000-06:00,TRAMITES / INFO VEHICULAR,FEMENINO,,CERRADO,IZTAPALAPA,Lomas De San Lorenzo,19.318503890573,-99.064951770923
2024-01-02,2024-10-19T12:27:44.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Pueblo Santa Maria Aztahuacan,19.345727,-99.021128
2024-01-02,2024-10-19T12:28:07.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.3422766,-98.995643
2024-01-02,2024-10-19T11:29:48.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T11:31:47.000-06:00,DESAZOLVE,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T12:34:07.000-06:00,"RETIRO CASCAJO, ESCOMBRO, AZOLVE, RAMAS",FEMENINO,,CERRADO,TLALPAN,Belvedere Ajusco,19.270242104065,-99.22688909357
2024-01-02,2024-10-19T12:35:12.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Miguel De La Madrid Hurtado,19.3423282,-99.000766
2024-01-02,2024-10-19T11:34:57.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T12:35:34.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Jose Lopez Portillo,19.3025675,-99.082057
2024-01-02,2024-10-19T12:40:49.000-06:00,TRAMITES / INFO VEHICULAR,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T11:40:53.000-06:00,OTRO,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T12:41:39.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,San Juan Xalpa,19.3342612,-99.079859
2024-01-02,2024-10-19T11:41:39.000-06:00,MANTENIMIENTO DRENAJE,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T13:59:50.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.345318,-99.000333
2024-01-02,2024-10-19T12:59:15.000-06:00,PODA / RETIRO ARBOL,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T12:59:39.000-06:00,PAVIMENTACION,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T13:00:58.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T14:03:37.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.3430796,-98.9979639
2024-01-02,2024-10-19T14:03:43.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Dr Alfonso Ortiz Tirado,19.3887913,-99.079436
2024-01-02,2024-10-19T14:04:55.000-06:00,QUEJA DE TRANSPORTE PUBLICO,FEMENINO,,CERRADO,LA MAGDALENA CONTRERAS,La Carbonera,19.301483391436,-99.252576776309
2024-01-02,2024-10-19T14:07:44.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.3423378,-98.998034
2024-01-02,2024-10-19T14:09:24.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Santiago Acahualtepec 2a Ampliacion,19.344885,-99.005945
2024-01-02,2024-10-19T14:09:56.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.3433592,-98.997009
2024-01-02,2024-10-19T14:10:56.000-06:00,OTRO,FEMENINO,,AUTORIDAD RESPONSABLE,IZTAPALAPA,Ejercito De Oriente,19.3821926,-99.035422
2024-01-02,2024-10-19T14:12:18.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Carlos Hank Gonzalez,19.3328211,-99.0496786
2024-01-02,2024-10-19T14:13:43.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.3461452,-98.996442
2024-01-02,2024-10-19T14:15:58.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.343386,-98.999273
2024-01-02,2024-10-19T14:16:35.000-06:00,VERIFICACIÓN ADMINISTRATIVA,FEMENINO,,CERRADO,TLAHUAC,Quiahuatla,19.259175156112,-99.004832882907
2024-01-02,2024-10-19T14:17:51.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.3443666,-98.997012
2024-01-02,2024-10-19T14:20:45.000-06:00,OTRO,FEMENINO,,AUTORIDAD RESPONSABLE,IZTAPALAPA,Ejercito De Oriente,19.3818786,-99.035359
2024-01-02,2024-10-19T14:20:58.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.3429916,-98.9978709
2024-01-02,2024-10-19T15:33:36.000-06:00,TRAMITES / INFO VEHICULAR,FEMENINO,,CERRADO,AZCAPOTZALCO,Sindicato Mexicano De Electricistas,19.471638709122,-99.177428066081
2024-01-02,2024-10-19T14:35:57.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T14:38:42.000-06:00,QUEJA DE TRANSPORTE PUBLICO,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T15:39:22.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.341572,-98.9953474
2024-01-02,2024-10-19T15:42:53.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Miguel De La Madrid Hurtado,19.3454609,-99.0044975
2024-01-02,2024-10-19T15:44:48.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,San Miguel Teotongo Seccion Iztlahuaca,19.3419024,-98.994419
2024-01-02,2024-10-19T15:45:48.000-06:00,PODA / RETIRO ARBOL,FEMENINO,,CERRADO,XOCHIMILCO,Jardines Del Sur,19.261611845106,-99.116848415413
2024-01-02,2024-10-19T15:46:08.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.3434001,-98.997768
2024-01-02,2024-10-19T15:47:44.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.343341,-98.998204
2024-01-02,2024-10-19T14:47:37.000-06:00,QUEJA DE TRANSPORTE PUBLICO,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T15:48:51.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Miguel De La Madrid Hurtado,19.3427267,-99.000601
2024-01-02,2024-10-19T15:49:05.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,MILPA ALTA,NA,19.182116068806,-99.028757339435
2024-01-02,2024-10-19T15:49:30.000-06:00,PODA / RETIRO ARBOL,FEMENINO,,CERRADO,IZTACALCO,Agricola Oriental,19.398241429864,-99.065612449388
2024-01-02,2024-10-19T15:49:33.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.343599,-98.996388
2024-01-02,2024-10-19T15:50:08.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,San Nicolas Tolentino,19.3282527,-99.092061
2024-01-02,2024-10-19T14:50:05.000-06:00,FALTA DE AGUA,FEMENINO,,CERRADO,NA,NA,,
2024-01-02,2024-10-19T15:52:24.000-06:00,OTRO,FEMENINO,,CERRADO,IZTAPALAPA,Ixtlahuacan,19.343874,-98.997069
